81,192,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914 For 4 x cameras 1 x Video & Monitor for “
œ5950+VAT
Inv No; 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o.
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,193,,12,,,"Inv No:  8424  For 1 x Epson LX400 Printer @ œ325.00+VAT
Inv No:  8851 M. contract  œ740.00  + VAT  Epson pro rata  PAID  “
15.10.93  
Inv No:  9627 Maintenance Contract  @ œ815.00 + VAT PAID  “
14.11.94 
Inv No: 10356  Maintenance Contract @ œ1004.00 + VAT  PAID  “
1/12/95
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o 
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,194,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914  For 4 x Cameras 1 x Video & Monitor “
œ5950 + VAT 
Inv No; 9714  maintenance Contract on Cameras @ œ480.00 + VAT  “
PAID 6.1.94 
Inv No: 10356 Maintenance contract @ œ1004.00 + VAT  PAID 1/12/95“
 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,195,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914  For 4 x Cameras 1 x Video & Monitor “
œ5950+VAT  
Inv No; 9714  maintenance contract @ œ480.00 + VAT  PAID  6.1.94 “
 
Inv No: 10356  Maintenance Contract @ œ1004.00 + VAT  PAID  “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,196,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914  For 4 x Cameras 1 x Video & Monitor “
œ5950 + VAT  
Inv No:  9714  Maintenance Contract @ œ480.00 + VAT PAID 6.1.94  “
cameras 
Inv No: 10356  Maintenance contract @ œ1004.00 + VAT  PAID “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,197,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914  For 4 x Cameras 1 x Video & Monitor “
œ5950+VAT 
Inv No:  9714  maintenance contract @ œ480.00 + VAT  PAID 6.1.95 “
 CAMERAS 
Inv No; 10356  Maintenance Contract @ œ1004.00 + VAT  PAID  “
1/12/95
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 S/0 
Inv No: 12563/1143 Maintenance contract @ œ940 paying by S/o
 "
81,198,11/12/1993 00:00:00,12,,,"12.11.93  Inv No:  8914  For 4 x Cameras 1 x Video & Monitor “
œ5950 + VAT  
Inv No; 9714  Maintenance Contract @ œ480.00 +VAT  PAID 6.1.95  “
CAMERAS 
Inv No: 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o 
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,199,,12,,,"Inv No:  8311  Computer & software   Computer œ1500.00 & VAT “
leased thro' Lombard
Inv No:  8851 m. contract @ œ740.00 + VAT  Sanyo pro rate PAID  “
15.10.93 
Inv No;  9627  Maintenance contract on whole cash system @ “
œ815.00 + VAT  PAID  14.11.94 
Inv No: 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/0
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,200,,12,,,"Inv No:  8311  For 5 Communication Boards for Cash Registers
Inv No:  8851  maintenance contract for whole sys for œ740.00 + “
VAT    PAID  15.10.93 
Inv No; 9627  maintenance contract on whole cash system @ œ815.00“
 + VAT
Inv No; 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,201,,12,,,"Inv No:  8311  Communication Board for œ100.00 
Inv No: 8851  Maintenance contract for  whole system for œ740.00 “
+ VAT  PAID  15.10.93  
Inv No: 9627 maintenance contract @ œ815.00 + VAT   PAID  “
14.11.94 
Inv No: 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/o 
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O  "
81,202,,12,,,"Inv No:  8311  for Tillmaster Stock System  œ406.92  leased 
Inv No;  8851  maintenance contract  for whole sys @ œ740.00 + “
VAT  PAID  15.10.93 
Inv No:  9627  maintenance contract  @ œ815.00 + VAT  PAID  “
14.11.94 
Inv No; 10356  Maintenance Contract @ œ1004.00 + VAT  PAID “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/0
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,203,02/01/1994 00:00:00,12,,,"Inv NO:  8966   
Inv NO;  9714  Maintenance Contract @ œ480.00 + VAT  PAID 6.1.95 “
 CAMERAS 
Inv No; 10356  Maintenance Contract @ œ1004.00 + VAT  PAID  “
1/12/95 
Inv No: 11897 Maintenance contract @ œ940 + VAT Paying 10 monthly“
 s/0
Inv No: 12563/1143 Maintenance contract @ œ940 + VAT Paying by “
S/O
 "
81,204,09/22/1998 00:00:00,12,,,"Inv No: 12364 Camera equipment @ œ3273 + VAT 
 "
81,205,09/22/1998 00:00:00,12,,,Inv No: 12364 Camera equipment @ œ3273 + VAT 
81,206,09/22/1998 00:00:00,12,,,Inv No: 12364 Camera equipment @ œ3273 + VAT 
81,207,09/22/1998 00:00:00,12,,,Inv No: 12364 Camera equipment @ œ3273 + VAT 
81,208,09/22/1998 00:00:00,12,,,Inv No: 12364 Camera equipment @ œ3273 + VAT 
81,209,07/01/1999 00:00:00,12,,,Replacement camera under M.C. 
81,210,11/10/1999 00:00:00,12,,,Inv No: 13119 2 x IR Lamps for CCTV Cameras @ œ138 + VAT 
81,211,12/11/1999 00:00:00,12,,,"Inv No: 13120 Computer equipment @ œ1,525 + VAT Leased thro' “
First National Leasing "
81,212,12/12/1999 00:00:00,12,,,"Inv No: 13120 Computer equipment @ œ1,525 + VAT Leased thro' 1st “
National Leasing "
81,213,12/12/1999 00:00:00,12,,,"Inv No: 13120 Computer equipment @ œ1,525 + VAT Leased thro' 1st “
National Leasing "
1,1,,12,,," 
 "
1,2,,12,,, 
1,3,,12,,,"Invoice Number: 20908 Paid By Cheque No Part Exchange 
 "
2,4,,12,,08/05/1992 00:00:00,TEST 
3,5,,12,,, 
3,6,04/21/1997 00:00:00,12,,,"inv no  25057  For Geller & Cash Scan @ œ1232.00 + vat  paid  “
21.4.97 "
3,7,04/21/1997 00:00:00,12,,,INV NO  25057  GELLER & CASH sCAN @ œ1232.00 + VAT  PAID  21.4.97 
3,8,03/26/1997 00:00:00,12,,,"INV NO  25056  2 X CAMERAS & SWITCHER @ œ918.00 + VAT  PAID  “
26.3.97 "
3,9,03/26/1997 00:00:00,12,,,"inv no  25056  2 x CAMERA & SWITCHER @ œ918.00 + VAT  PAID  “
26.3.97
kji
 "
3,10,03/26/1997 00:00:00,12,,,"INV NO  25056  2 X CAMERAS & SWITCHER @ œ918.00 + VAT  PAID  “
26.3.97 "
6,12,,12,,, 
6,13,,12,,, 
6,14,06/19/1992 00:00:00,12,,,"Inv No: 7963   1 x Microwave œ1246.85 & VAT  on Lease with “
Sovereign  
 "
7,15,,12,,, 
8,16,,12,,, 
9,17,,12,,,Leased through first national (un 7000) @œ203.84 +vat 
9,18,,12,,, 
9,19,,12,,, 
9,20,09/28/1995 00:00:00,12,,,"Inv No: 10236  For camera sys @ œ800.00 + VAT  LEASED THROUGH “
LOMBARD BUSINESS
 "
9,21,09/28/1995 00:00:00,12,,,"Inv No: 10235  For camera sys @ œ800.00 + VAT  LEASED THROUGH “
LIMBARD BUSINESS
 "
9,22,09/28/1995 00:00:00,12,,,"Inv No: 10236 For camera sys @ œ800.00 + VAT  LEASED THROUGH “
LOMBARD BUSINESS
 "
9,23,06/08/2000 00:00:00,12,,,Inv NO; 1156 Purchased through Firsr National . 
10,24,,12,,, 
11,25,,12,,, 
12,26,,12,,, 
13,27,,12,,, 
13,28,,12,,, 
15,32,,12,,,TEST 
16,33,,12,,, 
17,34,,12,,, 
18,35,,12,,, 
19,36,,12,,, 
20,37,,12,,, 
21,38,,12,,, 
21,39,,12,,, 
21,40,,12,,, 
22,41,,12,,, 
22,42,,12,,, 
23,43,,12,,,"M.C. on Inv. 20348 
 "
24,44,,12,,01/22/1991 00:00:00, 
25,45,09/01/1999 00:00:00,12,,,Per PJ 
25,46,09/01/1999 00:00:00,12,,,Per PJ 
26,47,03/25/1994 00:00:00,12,,,"Inv No:  9158  For 1 x Sharp ERA250 @ œ280.25  
 "
27,48,,12,,, 
28,49,,12,,,"Maintenance contract (29.11.91-28.11.92) on Inv No 7662. Total: “
œ375 + VAT.
Entered on Database: 12.11.91 
Re. above contract - they now only want 2 sharps under contract “
as one is not
in use. Sheila raised a credit note on Inv NO 7677 for œ100.
Club are ringing back with serial no's of tills to go under “
contract. (14.11.91) 
Inv No:  8254  Maintenance Contract on 2 x Sharp 4620  1 Uniwell “
16  œ340.00
               + VAT    PAID  25.11.92 
 "
28,50,,12,,,"Inv No:  8254  Maintenance Contract  on 3 mach PAID 25.11.92 
 "
28,51,,12,,, 
28,52,,12,,,"Sold cash two cheques Inv. 19945 
 "
29,53,,12,,, 
30,54,,12,,, 
31,55,09/05/1995 00:00:00,12,,,"Inv No: 10178 For Uni 4000 @ œ1304.09 + VAT  LEASED THROUGH “
LOMBARD BUSINESS 
 "
32,56,,12,,, 
33,57,,12,,,"Inv No:  22467  For 1 s/hand Uniwell sys 3 œ500.00 +VAT  PAID  “
22.02.93 
Inv No;  22955  Maintenance contract  on 1 x Uniwell Sys 16 @ “
œ85.00 + VAT
                PAID  06.08.93 
Inv No:  9570  maintenance contract on Uniwell sys 16 @ œ90.00 + “
VAT
               PAID 21.10.94 
Inv No: 10331 Mainteance Contract @ œ100.00 + VAT  PAID 16.11.95 
 "
34,58,,12,,, 
35,59,,12,,, 
35,60,,12,,, 
36,61,,12,,, 
37,62,,12,,, 
38,63,,12,,,"Paid service contract (4.11.91-3.11.92) on Inv No 21180.Entered “
19.11.91 
Inv No:  8226  Maintenance Contract on whole system œ630.00 & VAT“
 PAID  17.11.92 
 "
38,64,03/11/1994 00:00:00,12,,,"Inv No;  9127 Cash register equipment @ œ1428.30 each  Leased “
thro' Lombard  
Inv No; 10048 Maintenance Contract @ œ400.00 + VAT  PAID 10.07.95“
 
Inv No: 10596/432  Maintenance Contract @ œ400.00  PAID 25.3.96
Inv No: 683/11470 Maintenance Contract @ œ440.00 + VAT PAID “
16/6/97
Inv No: 1075/12401 Maintenance Contract @ œ1470 + VAT Paying by “
S/O
Inv No: 13247/1420 Maintenance contract @ œ420 + VAT Paid  S/O "
38,65,03/11/1994 00:00:00,12,,,"Inv No;  9127  Cash register equipment@ œ1428.30 each  Leased “
thro' Lombard 
Inv No; 10048 Maintenance Contract @ œ400.00 + VAT  PAID 10.7.95 
Inv No: 10596/432  Maintenance Contract @ œ400.00 + VAT  PAID “
25.3.96
Inv No: 683/11470  Maintenance Contract @ œ440.00 + VAT PAID “
16/6/97
Inv No: 1075/12401 Maintenance Contract @ œ1470 + VAT Paying by “
S/0
Inv No: 13247/1420 Maintenance contract @ œ4420 + VAT Paying by “
S/O "
38,66,03/24/1994 00:00:00,12,,,"Inv No;  9151  Cash register equipment @ œ1428.30 each Leased “
thro' Lombard
Inv No; 10048 Maintenance Contract @ œ400.00 + VAT  PAID 10.7.95 
Inv No; 10596/432  Maintenance Contract @ œ400.00 + VAT  PAID “
25/3/96
Inv No: 683/11470 Maintenance Contract  œ440.00 + VAT PAID “
16/6/97
Inv No: 1075/12401 Maintenance Contract @ œ1470 + VAT Paying by “
S/O
Inv No: 13247/1420 Maintenance contract @ œ420 + VAT Paying  by “
S/O "
38,67,03/24/1994 00:00:00,12,,,"Inv No:  9151 Cash register equipment  @ œ1428.30 each Leased “
thro' Lombard
Inv No; 10048  Maintenance Contract @ œ400.00 + VAT  PAID 10.7.95“
 
Inv No: 10596/432  Maintenance Contract @ œ400.00 + VAT  PAID “
25/3/96
Inv No: 683/11470 Maintenance Contract @ œ440.00 + VAT PAID “
16/6/97
Inv No: 1075/12401 Maintenance Contract @ œ1470 + VAT Paying by “
S/O "
